Loss_Di,Loss_Dv,Loss_Gi,Loss_Gv,Di_real_mean,Di_fake_mean,Dv_real_mean,Dv_fake_mean
0.3864,0.9254,3.4885,2.3631,0.9548,0.0141,0.4257,0.0057
0.5079,1.2721,2.7589,4.9832,0.8977,0.0627,0.9928,0.4930
1.5073,0.3619,3.1610,4.6462,0.9626,0.4052,0.9434,0.0125
0.8303,0.7636,2.9883,2.4131,0.5122,0.1360,0.5238,0.0871
0.4386,0.5813,3.1248,2.9629,0.8336,0.0403,0.9656,0.1571
1.1636,0.4164,1.8872,3.8960,0.5500,0.3426,0.7832,0.0271
0.6464,0.6728,2.7763,4.5370,0.7595,0.0992,0.9795,0.2137
1.3158,1.4946,3.9570,2.3991,0.7552,0.5208,0.2186,0.0168
0.7399,0.7528,5.4031,2.8104,0.9386,0.2418,0.9145,0.2794
0.8538,0.9035,2.8549,7.6584,0.4590,0.0317,0.9954,0.2678
0.5429,0.4077,2.4436,5.1814,0.7815,0.0756,0.9407,0.0222
0.8780,1.0129,2.8729,2.6589,0.6137,0.0454,0.3589,0.0040
0.6082,1.0021,2.5519,2.0980,0.8840,0.1131,0.8010,0.4157
0.9724,1.2126,3.9754,3.6176,0.8599,0.4105,0.5940,0.4603
0.6201,0.6196,6.5723,3.5541,0.9214,0.1606,0.5663,0.0181
1.2099,0.4355,3.0070,3.1574,0.4344,0.0407,0.7657,0.0224
0.7990,0.3713,3.9310,3.4015,0.8376,0.3187,0.8619,0.0187
7.1828,0.6372,1.9256,1.7689,0.0187,0.4825,0.6326,0.1162
0.8441,1.1343,2.9412,3.9041,0.8054,0.3097,0.8987,0.5103
0.6603,0.4700,2.2478,4.6189,0.8512,0.2546,0.9400,0.0975
1.2039,0.8336,2.6234,3.8275,0.3910,0.0988,0.5208,0.0741
0.7347,0.4436,1.7429,4.3075,0.6614,0.1727,0.8462,0.0824
0.5713,0.5870,2.4359,4.4618,0.8798,0.1940,0.8034,0.1802
0.4973,0.7508,3.1774,3.9171,0.7613,0.0748,0.8629,0.2889
0.4816,0.4258,3.0713,6.6576,0.8838,0.1288,0.7301,0.0032
1.0610,0.7009,2.0155,4.0848,0.5576,0.2029,0.6963,0.0045
0.5447,0.4745,2.5043,3.3764,0.8121,0.1297,0.9841,0.0319
0.4386,0.5290,3.1084,4.1615,0.9594,0.0733,0.9864,0.0584
0.5387,0.9666,2.8059,5.5142,0.8243,0.1342,0.9819,0.3868
0.4108,0.7356,3.8804,7.3671,0.9051,0.0365,0.5562,0.0007
0.4872,0.4568,3.7925,5.5845,0.7224,0.0193,0.6964,0.0016
0.4242,0.4709,3.6150,3.6835,0.9211,0.0424,0.9458,0.0378
0.5645,0.4034,3.7591,4.6795,0.9236,0.0284,0.9695,0.0161
0.6092,0.3844,2.9760,4.9524,0.6731,0.0761,0.8364,0.0034
0.3905,0.3725,3.0180,7.2458,0.8873,0.0436,0.9666,0.0005
0.9161,0.4127,4.7057,5.1846,0.8836,0.3401,0.9743,0.0086
0.7503,0.5071,2.6570,2.8987,0.4821,0.0256,0.6759,0.0324
0.5650,0.3805,3.7916,3.9664,0.9567,0.1595,0.9470,0.0248
0.6096,0.3502,2.0856,4.5886,0.5928,0.0361,0.8950,0.0151
0.8740,0.4677,4.9838,2.7815,0.9244,0.3613,0.7725,0.0588
0.4648,0.4482,4.3610,3.8577,0.7119,0.0241,0.9194,0.0883
0.4256,1.7189,4.3354,0.5884,0.9016,0.0172,0.2081,0.0526
0.4651,0.7746,2.9039,3.4811,0.7583,0.0335,0.9725,0.2924
0.7313,1.0117,1.6512,5.0711,0.5911,0.0298,0.9214,0.4417
1.5406,0.3672,4.9923,5.1014,0.9886,0.6344,0.9019,0.0295
0.8323,1.9343,4.8515,4.0290,0.4787,0.0040,0.2727,0.0016
0.4192,0.4695,3.5437,2.0439,0.7833,0.0123,0.7472,0.0472
0.4184,0.4964,2.6830,2.7476,0.8670,0.0659,0.9136,0.0604
0.4336,0.6047,2.9242,3.5735,0.8999,0.0885,0.9362,0.1841
0.3922,0.4932,3.7231,4.0312,0.8363,0.0260,0.9509,0.0503
0.3983,0.4593,3.0714,4.4062,0.8342,0.0483,0.8884,0.0160
0.4522,0.4828,3.6397,3.3558,0.9697,0.0603,0.9280,0.0829
0.3606,0.3747,3.9817,5.2640,0.9079,0.0308,0.8232,0.0043
0.4973,0.5009,2.8088,4.8311,0.6814,0.0227,0.8310,0.0078
0.4914,0.6414,2.3894,4.2546,0.8268,0.0683,0.9762,0.1796
0.5222,0.4409,3.0497,5.0608,0.8310,0.1163,0.7893,0.0078
0.4423,0.5744,3.5922,5.1687,0.8369,0.0841,0.6531,0.0023
0.8781,0.3909,1.3122,4.6281,0.4809,0.0529,0.8622,0.0067
1.0081,0.5672,4.9930,3.3703,0.9788,0.3558,0.8120,0.0193
0.4874,0.9079,4.8331,5.3455,0.6745,0.0066,0.9935,0.3174
0.3615,0.4596,4.3955,6.5333,0.9397,0.0135,0.9867,0.0137
0.3948,0.3679,3.3236,6.6589,0.8199,0.0263,0.8166,0.0011
0.8602,0.5020,0.9565,6.6618,0.4539,0.0629,0.6648,0.0002
1.0658,0.4277,4.5462,6.8519,0.9800,0.4143,0.9629,0.0005
0.3621,0.3715,6.2026,4.3160,0.9148,0.0094,0.9005,0.0132
0.5945,0.3447,4.7992,5.5282,0.7310,0.0062,0.8746,0.0021
0.4258,0.3907,3.9102,3.7868,0.7591,0.0055,0.9372,0.0236
0.4259,0.3636,3.0412,6.4725,0.9584,0.0578,0.9059,0.0012
0.4416,0.3983,3.3671,4.2078,0.9068,0.0848,0.9407,0.0153
0.3936,0.3665,3.9751,5.4863,0.9028,0.0517,0.9007,0.0078
0.3698,0.4549,4.1217,5.1495,0.8268,0.0211,0.6914,0.0023
0.7256,0.3365,2.2708,6.8950,0.5860,0.0175,0.8862,0.0004
0.5297,0.4282,3.1480,3.6153,0.9635,0.1503,0.9653,0.0348
0.5029,0.4750,3.9881,6.6198,0.9346,0.0830,0.9689,0.0010
0.6868,0.3717,2.3997,4.2540,0.5446,0.0301,0.8330,0.0105
0.5614,0.7738,3.4249,5.3817,0.9677,0.1648,0.9358,0.3152
0.4644,0.4234,3.5794,6.1948,0.7002,0.0131,0.7835,0.0022
0.8850,0.8885,0.4864,4.2882,0.4442,0.0615,0.4494,0.0014
1.8831,0.5823,6.0363,2.8255,0.9959,0.6963,0.7673,0.0086
0.6718,0.5793,4.6846,4.4352,0.5972,0.0137,0.9579,0.1396
0.3893,0.5993,5.7434,6.0899,0.9320,0.0055,0.9779,0.1321
0.6727,0.3440,2.5564,7.2819,0.5504,0.0098,0.8878,0.0021
0.3983,0.4772,3.6224,3.9060,0.9587,0.0144,0.6693,0.0030
0.7012,0.3795,3.0181,6.3813,0.9847,0.1827,0.9476,0.0010
0.6579,0.4479,3.8791,6.7115,0.9678,0.2304,0.7925,0.0007
0.5010,0.7521,6.1241,4.4680,0.7005,0.0019,0.9459,0.2890
0.7356,0.3847,4.8522,7.7151,0.6321,0.0015,0.9066,0.0011
0.3994,0.4147,2.7432,8.1299,0.9247,0.0455,0.9176,0.0003
0.3837,0.4319,3.2752,8.6335,0.8641,0.0260,0.7236,0.0000
0.3730,0.3533,3.9806,6.5727,0.9568,0.0170,0.9412,0.0005
0.3488,0.3464,4.0422,7.5013,0.9169,0.0174,0.9384,0.0002
0.4449,0.3666,2.7776,5.3229,0.7502,0.0285,0.8149,0.0018
0.4262,0.3647,3.1495,5.4972,0.9563,0.0582,0.9528,0.0030
0.5829,0.4036,3.1373,4.1204,0.8168,0.0714,0.9645,0.0292
0.4426,0.3304,3.5798,8.0251,0.8705,0.0969,0.9026,0.0003
0.3759,0.4129,4.4272,4.8803,0.9037,0.0189,0.7632,0.0042
0.3909,0.3874,4.3120,4.2887,0.8143,0.0073,0.9412,0.0108
0.4546,0.5415,2.6244,3.7951,0.7996,0.0599,0.9296,0.1726
0.3640,0.3366,3.9094,7.1553,0.9097,0.0320,0.8712,0.0020
3.4053,3.1823,0.8486,2.0769,0.0598,0.0261,0.1139,0.0010
0.8086,0.4009,2.8436,1.9148,0.9835,0.3064,0.9408,0.0596
0.6337,0.4621,4.1170,2.5615,0.9259,0.2143,0.9535,0.1046
0.3689,0.6617,4.9444,3.5422,0.8467,0.0173,0.9334,0.2606
2.3782,0.3713,1.4034,4.2632,0.1254,0.0055,0.8425,0.0281
0.8579,0.6623,2.0807,2.5801,0.9629,0.3813,0.5821,0.0209
0.9463,0.3387,3.8057,5.6611,0.9702,0.3514,0.9384,0.0014
0.6424,1.0968,3.4833,4.2354,0.5544,0.0223,0.9011,0.5356
0.9805,0.6442,1.5654,5.2894,0.3768,0.0340,0.5914,0.0045
0.6613,0.3858,2.2910,5.0724,0.9330,0.2539,0.7898,0.0026
0.6460,0.5249,3.1907,4.7163,0.8794,0.2121,0.6773,0.0042
0.5094,0.4650,3.3834,2.6970,0.7530,0.0539,0.8927,0.0434
0.5168,0.4792,2.6597,3.5299,0.7041,0.0363,0.9726,0.0439
0.5123,0.5183,3.0424,3.9678,0.9775,0.0669,0.9870,0.0409
